カード名,登場期
ヴァルキュルスの影霊衣,9
カタストルの影霊衣,9
ディサイシブの影霊衣,9
影霊衣の降魔鏡,9
影霊衣の万華鏡,9
霊獣使い レラ,9
霊獣使いの長老,9
霊獣使い ウェン,9
精霊獣 アペライオ,9
精霊獣 ペトルフィン,9
精霊獣 カンナホーク,9
聖霊獣騎 アペライオ,9
聖霊獣騎 ペトルフィン,9
聖霊獣騎 カンナホーク,9
霊獣の相絆,9
霊獣の連契,9
ランスフォリンクス,9
置換融合,9
彼岸の悪鬼 ラビキャント,9
彼岸の悪鬼 アリキーノ,9
彼岸の悪鬼 ハックルスパー,9
彼岸の詩人 ウェルギリウス,9
彼岸の沈溺,9
U.A.ファンタジスタ,9
U.A.カストディアン,9
U.A.パワードギプス,9
ビーストアイズ・ペンデュラム・ドラゴン,9
魔王超龍 ベエルゼウス,9
業火の重騎士,9
BOXサー,9
カブキ・ドラゴン,9
外神アザトート,9
ペンデュラム・モラトリアム,9
EMファイア・マフライオ,9
EMパートナーガ,9
EMフレンドンキー,9
EMスパイク・イーグル,9
EMプラスタートル,9
EMトランプ・ウィッチ,9
超重武者カゲボウ－C,9
超重武者ホラガ－E,9
超重武者装留イワトオシ,9
超重武者装留マカルガエシ,9
RR－バニシング・レイニアス,9
ジェムナイト・ラピス,9
インフェルノイド・ベルゼブル,9
インフェルノイド・ルキフグス,9
インフェルノイド・アスタロス,9
インフェルノイド・アシュメダイ,9
インフェルノイド・ヴァエル,9
インフェルノイド・アドラメレク,9
インフェルノイド・ネヘモス,9
クリフォート・アセンブラ,9
クリフォート・アクセス,9
クリフォート・エイリアス,9
アポクリフォート・カーネル,9
星因士 カペラ,9
星因士 リゲル,9
妖仙獣 凶旋嵐,9
妖仙獣 辻斬風,9
影霊衣の舞姫,9
精霊獣 ラムペンタ,9
D・スマホン,9
人造人間－サイコ・ジャッカー,9
熟練の青魔道士,9
コアキメイル・オーバードーズ,9
ジゴバイト,9
怨邪帝ガイウス,9
大狼雷鳴,9
避雷神,9
ドラゴンダウザー,9
フロント・オブザーバー,9
ユニゾンビ,9
ブンボーグ００３,9
真魔獣 ガーゼット,9
切り盛り隊長,9
グングニールの影霊衣,9
ルーンアイズ・ペンデュラム・ドラゴン,9
ジェムナイトレディ・ラピスラズリ,9
エルシャドール・ウェンディゴ,9
超重荒神スサノ－O,9
メタファイズ・ホルス・ドラゴン,9
RR－ライズ・ファルコン,9
星輝士 セイクリッド・ダイヤ,9
神騎セイントレア,9
イリュージョン・バルーン,9
RR－ネスト,9
ティンクル・セイクリッド,9
ガトムズの非常召集,9
煉獄の死徒,9
煉獄の氾爛,9
魂写しの同化,9
影霊衣の反魂術,9
帝王の深怨,9
ドラグニティの神槍,9
金満な壺,9
青天の霹靂,9
ペンデュラム・ターン,9
召喚制限－エクストラネット,9
EMコール,9
分断の壁,9
ドタキャン,9
RR－レディネス,9
蒼焔の煉獄,9
殻醒する煉獄,9
機殻の再星,9
霊獣の騎襲,9
発条の巻き上げ,9
憑依解放,9
ブレイズ・キャノン・マガジン,9
魂の転身,9
連成する振動,9
姑息な落とし穴,9
宝玉の先導者,9
宝玉の守護者,9
オーバー・ザ・レインボー,9
宝玉の集結,9
重機貨列車デリックレーン,9
No.81 超弩級砲塔列車スペリオル・ドーラ,9
転回操車,9
音響戦士ギータス,9
音響戦士サイザス,9
アンプリファイヤー,9
アルティマヤ・ツィオルキン,9
EMペンデュラム・マジシャン,9
DDD壊薙王アビス・ラグナロク,9
デストーイ・シザー・タイガー,9
超重神鬼シュテンドウ－G,9
RR－フォース・ストリクス,9
ジェット・シンクロン,9
ラッシュ・ウォリアー,9
シンクロン・キャリアー,9
スクラップ・フィスト,9
リミットオーバー・ドライブ,9
スターライト・ジャンクション,9
くず鉄の像,9
スターダスト・ウォリアー,9
ジェット・ウォリアー,9
アクセル・シンクロン,9
ドラコニアの獣竜騎兵,9
小人のいたずら,9
彼岸の悪鬼 ファーファレル,9
彼岸の悪鬼 リビオッコ,9
彼岸の悪鬼 ハロウハウンド,9
彼岸の鬼神 ヘルレイカー,9
善悪の彼岸,9
U.A.フィールドゼネラル,9
U.A.ストロングブロッカー,9
U.A.ターンオーバー・タクティクス,9
HSR魔剣ダーマ,9
ジャンク・ジャイアント,9
絶対王 バック・ジャック,9
薔薇の聖騎士,9
劫火の舟守 ゴースト・カロン,9
ペロペロケルペロス,9
冥界騎士トリスタン,9
冥界の麗人イゾルデ,9
M・HERO 闇鬼,9
BF－星影のノートゥング,9
冥界濁龍 ドラゴキュートス,9
No.95 ギャラクシーアイズ・ダークマター・ドラゴン,9
キャット・シャーク,9
No.14 強欲のサラメーヤ,9
No.21 氷結のレディ・ジャスティス,9
パラレル・ツイスター,9
星墜つる地に立つ閃珖,9
ハーピィ・ハーピスト,9
銅鑼ドラゴン,9
マンドラゴン,9
たつのこ,9
プレゼント交換,9
仕込み爆弾,9
魔サイの戦士,9
キューブン,9
にん人,9
古神ハストール,9
ロケットハンド,9
黒・魔・導・爆・裂・破,9
黒・爆・裂・破・魔・導,9
ピースの輪,9
永遠の魂,9
スクランブル・エッグ,9
幻のグリフォン,9
EMハンマーマンモ,9
EMガンバッター,9
EMリザードロー,9
EMスプリングース,9
超重武者ビッグワラ－G,9
超重武者グロウ－V,9
超重武者タマ－C,9
超重武者装留バスター・ガントレット,9
幻奏の歌姫ソプラノ,9
ファーニマル・シープ,9
エッジインプ・ソウ,9
エッジインプ・チェーン,9
エッジインプ・トマホーク,9
エッジインプ・DTモドキ,9
RR－インペイル・レイニアス,9
RR－ミミクリー・レイニアス,9
妖仙獣 木魅,9
妖仙獣 大幽谷響,9
竜星因士－セフィラツバーン,9
覚星輝士－セフィラビュート,9
イェシャドール－セフィラナーガ,9
オルシャドール－セフィラルーツ,9
宝竜星－セフィラフウシ,9
秘竜星－セフィラシウゴ,9
剣聖の影霊衣－セフィラセイバー,9
炎獣の影霊衣－セフィラエグザ,9
英霊獣使い－セフィラムピリカ,9
影霊獣使い－セフィラウェンディ,9
インフェルノイド・シャイターン,9
インフェルノイド・ベルフェゴル,9
インフェルノイド・リリス,9
幽鬼うさぎ,9
マグマ・ドラゴン,9
ブンボーグ００４,9
魔犬オクトロス,9
プリン隊,9
sophiaの影霊衣,9
幻奏の音姫マイスタリン・シューベルト,9
幻奏の華歌聖ブルーム・ディーヴァ,9
デストーイ・ホイールソウ・ライオ,9
デストーイ・チェーン・シープ,9
デストーイ・マッド・キマイラ,9
エルシャドール・アノマリリス,9
聖霊獣騎 ガイアペライオ,9
クリアウィング・シンクロ・ドラゴン,9
幻竜星－チョウホウ,9
RR－ブレイズ・ファルコン,9
RR－レヴォリューション・ファルコン,9
星守の騎士 プトレマイオス,9
マドルチェ・プディンセス・ショコ・ア・ラ・モード,9
EMキャスト・チェンジ,9
融合徴兵,9
デストーイ・ファクトリー,9
縫合蘇生,9
魔玩具融合,9
RUM－レヴォリューション・フォース,9
妖仙大旋風,9
セフィラの輝跡,9
セフィラの神託,9
煉獄の消華,9
ギャラクシー・サイクロン,9
共鳴する振動,9
ペンデュラム・アライズ,9
予想GUY,9
EMピンチヘルパー,9
幻奏のイリュージョン,9
ファーニマル・クレーン,9
デストーイ・カスタム,9
妖仙郷の眩暈風,9
セフィラの聖選士,9
セフィラの神撃,9
遡洸する煉獄,9
貪欲な瓶,9
一回休み,9
悪魔の嘆き,9
深淵のスタングレイ,9
苦紋様の土像,9
横取りボーン,9
再転,9
雷帝家臣ミスラ,9
炎帝家臣ベルリネス,9
地帝家臣ランドローブ,9
風帝家臣ガルーム,9
邪帝家臣ルキウス,9
真帝王領域,9
海皇子 ネプトアビス,9
炎王の孤島,9
キメラテック・ランページ・ドラゴン,9
サイバー・ドラゴン・インフィニティ,9
SNo.39 希望皇ホープ・ザ・ライトニング,9
RR－トリビュート・レイニアス,9
オッドアイズ・セイバー・ドラゴン,9
DDD覇龍王ペンドラゴン,9
ドラコニアの海竜騎兵,9
月鏡の盾,9
彼岸の悪鬼 ドラゴネル,9
彼岸の悪鬼 バルバリッチャ,9
彼岸の巡礼者 ダンテ,9
旅人の結彼岸,9
U.A.ドレッドノートダンカー,9
U.A.コリバルリバウンダー,9
U.A.フラッグシップ・ディール,9
U.A.ペナルティ,9
カイザー・シースネーク,9
ジャンク・ブレイカー,9
慧眼の魔術師,9
幻殻竜,9
召喚師ライズベルト,9
相克の魔術師,9
相生の魔術師,9
EMラクダウン,9
EMドラミング・コング,9
超重武者タイマ－２,9
幻奏の音女オペラ,9
幻奏の音女タムタム,9
ファーニマル・マウス,9
DDパンドラ,9
クリスタル・ローズ,9
RR－ファジー・レイニアス,9
RR－シンギング・レイニアス,9
Emダメージ・ジャグラー,9
Emフレイム・イーター,9
Emハットトリッカー,9
Emトリック・クラウン,9
Emスティルツ・シューター,9
真紅眼の黒炎竜,9
伝説の黒石,9
黒鋼竜,9
真紅眼の凶雷皇－エビル・デーモン,9
霊廟の守護者,9
竜剣士ラスターP,9
イグナイト・マグナム,9
イグナイト・イーグル,9
イグナイト・ドラグノフ,9
イグナイト・マスケット,9
イグナイト・ライオット,9
イグナイト・キャリバー,9
イグナイト・アヴェンジャー,9
イグナイト・スティンガー,9
アロマージ－ジャスミン,9
アロマージ－カナンガ,9
アロマージ－ローズマリー,9
アロマージ－ベルガモット,9
アロマポット,9
インフェルノイド・デカトロン,9
獄落鳥,9
マジカル・アブダクター,9
エキセントリック・デーモン,9
トゥーン・サイバー・ドラゴン,9
ブンボーグ００５,9
応戦するG,9
DDD神託王ダルク,9
ジェムナイトレディ・ブリリアント・ダイヤ,9
悪魔竜ブラック・デーモンズ・ドラゴン,9
インフェルノイド・ティエラ,9
爆竜剣士イグニスターP,9
覇王黒竜オッドアイズ・リベリオン・ドラゴン,9
DDD狙撃王テル,9
Emトラピーズ・マジシャン,9
真紅眼の鋼炎竜,9
ピアニッシモ,9
ブリリアント・フュージョン,9
RUM－ラプターズ・フォース,9
バリア・バブル,9
真紅眼融合,9
紅玉の宝札,9
イグニッションP,9
アロマガーデン,9
煉獄の虚夢,9
一騎加勢,9
捕違い,9
揺れる眼差し,9
チキンレース,9
ブリリアント・スパーク,9
RR－リターン,9
ラプターズ・ガスト,9
トリック・ボックス,9
真紅眼の鎧旋,9
イグナイト・バースト,9
潤いの風,9
渇きの風,9
神風のバリア －エア・フォース－,9
イタチの大暴発,9
裁きの天秤,9
臨時収入,9
副作用？,9
矮星竜 プラネター,9
魔神アーク・マキナ,9
ライトロード・セイント ミネルバ,9
ライトロードの裁き,9
ギアギアンカー,9
ギアギアチェンジ,9
魔装戦士 ドラゴディウス,9
魔装戦士 ドラゴノックス,9
魔装邪龍 イーサルウェポン,9
召魔装着,9
犬タウルス,9
ダイナソーイング,9
タツノオトシオヤ,9
旧神ヌトス,9
幻夢境,9
合神竜ティマイオス,9
伝説の騎士 クリティウス,9
デス・ウイルス・ドラゴン,9
タイラント・バースト・ドラゴン,9
ミラーフォース・ドラゴン,9
クリティウスの牙,9
タイラント・ウィング,9
伝説の騎士 ヘルモス,9
タイムマジック・ハンマー,9
ロケット・ヘルモス・キャノン,9
女神の聖弓－アルテミス,9
真紅眼の黒竜剣,9
ヘルモスの爪,9
ダブルマジックアームバインド,9
ロード・オブ・ザ・レッド,9
レッドアイズ・トランスマイグレーション,9
黒竜の聖騎士,9
黒竜降臨,9
レッドアイズ・スピリッツ,9
レッドアイズ・バーン,9
トゥーン・アンティーク・ギアゴーレム,9
トゥーン・キングダム,9
トゥーン・ロールバック,9
シャドー・トゥーン,9
コミックハンド,9
トゥーン・マスク,9
トゥーンのかばん,9
占術姫コインノーマ,9
占術姫ペタルエルフ,9
占術姫ウィジャモリガン,9
占術姫アローシルフ,9
占術姫クリスタルウンディーネ,9
聖占術姫タロットレイ,9
聖占術の儀式,9
黒猫の睨み,9
リバース・リユース,9
アクアアクトレス・テトラ,9
アクアアクトレス・グッピー,9
アクアアクトレス・アロワナ,9
水舞台,9
水舞台装置,9
水照明,9
水物語－ウラシマ,9
インフェルニティ・ビショップ,9
ゴゴゴアリステラ＆デクシア,9
邪神官チラム・サバク,9
ギャラクシー・ワーム,9
ラーの翼神竜－球体形,9
真紅眼の遡刻竜,9
M・HERO ブラスト,9
聖珖神竜 スターダスト・シフル,9
SNo.0 ホープ・ゼアル,9
法眼の魔術師,9
竜脈の魔術師,9
竜穴の魔術師,9
貴竜の魔術師,9
賤竜の魔術師,9
EMドクロバット・ジョーカー,9
天空の虹彩,9
ペンデュラム・コール,9
オッドアイズ・メテオバースト・ドラゴン,9
オッドアイズ・アブソリュート・ドラゴン,9
絶望神アンチホープ,9
真閃珖竜 スターダスト・クロニクル,9
EMセカンドンキー,9
EMマンモスプラッシュ,9
EMヘルプリンセス,9
超重武者ヌス－１０,9
超重武者ヒキャ－Q,9
超重武者ツヅ－３,9
超重武者装留ダブル・ホーン,9
超重武者装留シャイン・クロー,9
ファーニマル・ウィング,9
DDバフォメット,9
DDスワラル・スライム,9
DDネクロ・スライム,9
RR－ワイルド・ヴァルチャー,9
RR－スカル・イーグル,9
Emミラー・コンダクター,9
Emヒグルミ,9
伝説のフィッシャーマン三世,9
A BF－霧雨のクナイ,9
疾走の暗黒騎士ガイア,9
クリボール,9
超戦士の魂,9
開闢の騎士,9
宵闇の騎士,9
竜魔王ベクターP,9
マジェスペクター・キャット,9
マジェスペクター・ラクーン,9
マジェスペクター・クロウ,9
マジェスペクター・フォックス,9
